Ligand_ID,Smiles
CHEMBL5183690,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N[C@H]3CCOC3)nc3ccccc3c21
CHEMBL5209131,COC1CCN(c2nc3ccccc3c3c2ccn3Cc2cccc(Cl)c2)CC1
CHEMBL4788250,Oc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1
CHEMBL4872905,CN(CCOc1cccc2c1ccn2S(=O)(=O)c1ccccc1)Cc1ccccc1
CHEMBL4850275,O=[N+]([O-])c1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4871652,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccc4c(c3)OCCO4)cccc21
CHEMBL4867606,CC(=O)Oc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1
CHEMBL4854568,CC(C)(C)OC(=O)N1CCC(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL4866550,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CCN3Cc2ccccc2)C1
CHEMBL5187350,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3ccc(Br)cc32)cc1N1CCNCC1
CHEMBL4847012,CC(C)c1ccc(S(=O)(=O)n2ccc3c(N4CCNCC4)nc4ccccc4c32)cc1
CHEMBL4743932,O=S(=O)(c1ccccc1)n1cc(-c2ccccc2)c2ccccc21
CHEMBL1085113,NC(=O)NCC1CCCc2cc(S(=O)(=O)c3ccccc3)ccc21
CHEMBL5219467,Cc1ccc(S(=O)(=O)n2ccc3ccccc32)cc1CN1CCN(C)CC1
CHEMBL3329445,COc1cc(Cl)cc(C(C)Nc2cc(N3CCNCC3)ccc2S(C)(=O)=O)c1OC
CHEMBL5190429,O=S(=O)(c1ccccc1)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21
CHEMBL4763575,O=S(=O)(c1ccccc1)n1ccc2ccc(-c3ccccc3)cc21
CHEMBL4745715,O=S(=O)(c1ccccc1)n1ccc2ccc(N3CCN(CC(F)(F)F)CC3)cc21
CHEMBL4795614,CC(=O)N1CCN(c2ccc3ccn(S(=O)(=O)c4ccccc4)c3c2)CC1
CHEMBL4752848,O=S(=O)(c1ccccc1)n1ccc2c(N3CCCCC3)cccc21
CHEMBL4777921,CN(C)c1cn(S(=O)(=O)c2ccccc2)c2ccccc12
CHEMBL4759121,COc1cccc2c1ccn2S(=O)(=O)c1ccccc1
CHEMBL82224,O=S(=O)(c1ccccc1)n1ccc2ccccc21
CHEMBL5170650,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3ccc(F)cc32)cc1N1CCNCC1
CHEMBL2103880,CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1
CHEMBL5220504,CN(C)CCn1cnc2ccc(NS(=O)(=O)c3ccc4c(Cl)cccc4c3)cc21
CHEMBL4755749,CC(=O)N1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL4873700,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CC3)cccc21
CHEMBL5208122,COc1ccc(S(=O)(=O)n2cc(C)c3cc(F)ccc32)cc1N1CCNCC1
CHEMBL5177311,COc1ccc(S(=O)(=O)n2cc(C)c3ccc(Cl)cc32)cc1N1CCNCC1
CHEMBL4752004,CCCCS(=O)(=O)n1ccc2ccc(-c3ccncc3)cc21
CHEMBL4863079,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccccc3Cl)cccc21
CHEMBL4743983,O=S(=O)(c1cccc(F)c1)n1cnc2c(N3CCNCC3)nccc21
CHEMBL4754407,C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21
CHEMBL4780446,C#CCNC1CCc2c(OCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21
CHEMBL4794139,C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21
CHEMBL4796358,C[C@H](NCc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1)C(N)=O
CHEMBL4750021,C[C@H](NCc1ccc(OCCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1)C(N)=O
CHEMBL368698,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccccc3)cccc21
CHEMBL4866390,COc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1OC
CHEMBL4859019,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2ccn3Cc2ccccc2)C1
CHEMBL4878383,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNCc3ccccc3Cl)cccc21
CHEMBL4868597,COc1ccc(CNCCNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4854972,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNCc3cccc(C(F)(F)F)c3)cccc21
CHEMBL4871964,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCCCNCc3ccccc3)cccc21
CHEMBL4872451,CN1CCN(c2nc3ccccc3c3c2ccn3S(=O)(=O)c2ccc(F)cc2)CC1
CHEMBL4864338,O=S(=O)(c1ccc(C(F)(F)F)cc1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4855303,CN1CCN(c2nc3ccccc3c3[nH]ccc23)CC1
CHEMBL4781626,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CC(F)(F)F)CC3)cccc21
CHEMBL4797942,CC(=O)N1CCN(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)CC1
CHEMBL4746063,O=S(=O)(c1cccc(F)c1)n1c(-c2ccccc2)nc2c(N3CCNCC3)nccc21
CHEMBL4740955,CN(C)c1ccc2ccn(S(=O)(=O)c3ccccc3)c2c1
CHEMBL4754024,C[C@H](NCc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1)C(N)=O
CHEMBL4845699,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2CCN3S(=O)(=O)c2ccccc2)C1
CHEMBL4879036,CCOc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4870340,O=S(=O)(c1ccccc1Br)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4125735,O=S(=O)(c1cccc(Cl)c1)n1ccc2c(N[C@H]3CCNC3)nc3ccccc3c21
CHEMBL4753238,O=S(=O)(c1ccccc1)n1ccc2c(O)cccc21
CHEMBL4845762,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3cc(Cl)cc(Cl)c3)cccc21
CHEMBL96745,COc1ccc(S(=O)(=O)n2ccc3ccc(Br)cc32)cc1N1CCNCC1
CHEMBL5183606,COc1ccc(S(=O)(=O)n2cc(C)c3cc(Br)ccc32)cc1N1CCNCC1
CHEMBL5194574,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3cc(Cl)ccc32)cc1N1CCNCC1
CHEMBL4759633,O=S(=O)(c1ccccc1)n1ccc2cc(N3CCN(CC(F)(F)F)CC3)ccc21
CHEMBL4761081,O=S(=O)(c1ccccc1)n1ccc2c(-c3ccccc3)cccc21
CHEMBL4750481,O=S(=O)(c1ccccc1)n1cc(-c2ccncc2)c2ccccc21
CHEMBL4858014,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2[nH]c(=O)n3Cc2ccccc2)C1
CHEMBL4855991,CC(=O)Nc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4873096,Cc1cccc(CNCCOc2cccc3c2CC(=O)N3Cc2ccccc2)c1
CHEMBL4849477,Cc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1
CHEMBL4862752,CCOc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1
CHEMBL178254,CNCCOc1cccc2c1ccn2S(=O)(=O)c1ccccc1
CHEMBL4862289,Cc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)o1
CHEMBL4874512,Cc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2cccc3ccccc23)c1
CHEMBL4861756,CC(C)(C)OC(=O)N1CCCC(CNCCOc2cccc3c2ccn3S(=O)(=O)c2cccc3ccccc23)C1
CHEMBL4850051,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCNc3c4c(nc5ccccc35)CCCC4)cccc21
CHEMBL4845823,CCN(C)C(=O)Oc1cccc(CNCCNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1
CHEMBL5201491,COc1ccc(S(=O)(=O)n2cc(C)c3ccc(F)cc32)cc1N1CCNCC1
CHEMBL5203370,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3cc(Br)ccc32)cc1N1CCNCC1
CHEMBL4783954,O=S(=O)(N1CCCCC1)n1ccc2ccc(-c3ccncc3)cc21
CHEMBL4763536,O=S(=O)(c1ccccc1)n1ccc2cc(-c3ccncc3)ccc21
CHEMBL4742713,CC(=O)N1CCN(c2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2)CC1
CHEMBL4783584,COc1cccc(S(=O)(=O)n2c(C(C)C)nc3c(N4CCNCC4)nccc32)c1
CHEMBL4871678,CN(C)c1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4854460,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CCCCC3)cccc21
CHEMBL5206037,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3cc(F)ccc32)cc1N1CCNCC1
CHEMBL4780366,C#CCN(C)Cc1ccc(OCCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1
CHEMBL4867534,CN1CCN(c2nc(N)nc(CCCOc3ccc(Cl)cc3Cl)n2)CC1
CHEMBL4742220,C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cccc21
CHEMBL4849702,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3cccc(C(F)(F)F)c3)cccc21
CHEMBL4863037,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCc3ccncc3)cccc21
CHEMBL4862516,c1ccc(CNCCOc2cccc3c2ccn3Cc2ccccc2)cc1
CHEMBL4849430,O=c1[nH]c2c(OCCNCc3ccccc3)cccc2n1Cc1ccccc1
CHEMBL4764769,O=S(=O)(c1ccccc1)n1ccc2cc(-c3ccccc3)ccc21
CHEMBL4865076,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCC3CCCNC3)cccc21
CHEMBL4871357,COc1cccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1
CHEMBL4846931,CC(=O)Oc1ccc(CNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4856695,Cc1cccc(CNCCOc2cccc3c2CCN3Cc2ccccc2)c1
CHEMBL4877935,c1ccc2c(c1)nc(N1CCNCC1)c1cc[nH]c12
CHEMBL4865309,CN1CCN(c2nc3ccccc3c3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL4795207,O=S(=O)(c1ccccc1)n1ccc2ccc(-c3ccncc3)cc21
CHEMBL4763622,CN(C)c1ccc2c(ccn2S(=O)(=O)c2ccccc2)c1
CHEMBL4753562,CN1CCN(c2ccc3c(ccn3S(=O)(=O)c3ccccc3)c2)CC1
CHEMBL4746839,O=S(=O)(c1ccccc1)n1cc(N2CCN(CC(F)(F)F)CC2)c2ccccc21
CHEMBL4753614,O=S(=O)(c1ccccc1)n1ccc2cc(N3CCCCC3)ccc21
CHEMBL887,C#CCN[C@@H]1CCc2ccccc21
CHEMBL1501353,COc1ccc2c(ccn2S(=O)(=O)c2ccccc2)c1
CHEMBL4799043,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(=O)(=O)c2cc(Br)c(N)c(Br)c2)CC1
CHEMBL4741579,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(=O)(=O)c2ccc(NC(C)=O)cc2)CC1
CHEMBL5194172,O=S(=O)(c1ccc(Cl)cc1)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21
CHEMBL4788022,COc1ccc(S(=O)(=O)NCCN2CCC(CCC(=O)c3cc(Cl)c(N)cc3OC)CC2)cc1Br
CHEMBL5219333,CCOCC(Oc1c(C)cccc1Cl)N1CCN(c2ccccc2OC)CC1
CHEMBL4872586,CN1CCN(c2nc3ccccc3c3c2ccn3S(=O)(=O)c2cccc(Cl)c2)CC1
CHEMBL4747483,CN(C)c1cccc2c1ccn2Cc1ccccc1
CHEMBL5173511,c1ccc(Cn2ccc3c(N4CCC5(COC5)C4)nc4ccccc4c32)cc1
CHEMBL5178803,OC1CCN(c2nc3ccccc3c3c2ccn3Cc2cccc(Cl)c2)CC1
CHEMBL5177167,COc1cccc(Cn2ccc3c(N4CCC(O)CC4)nc4ccccc4c32)c1
CHEMBL5190378,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3c(N4CCNCC4)cccc32)cc1
CHEMBL4757296,C[C@H](NCc1ccc(OCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1)C(N)=O
CHEMBL4751913,CN(C)c1cccc2c1ccn2S(=O)(=O)N1CCCCC1
CHEMBL5200705,FC1(F)CCN(c2nc3ccccc3c3c2ccn3Cc2cccc(Cl)c2)CC1
CHEMBL5265814,O=C1CC2CCc3ccsc3C2=NN1CCCCN1CCN(Cc2ccccc2)CC1
CHEMBL5283494,O=C1CC2CCc3ccsc3C2=NN1CCN1CCN(Cc2ccccc2)CC1
CHEMBL5281673,O=C1CC2Cc3ccsc3C2=NN1CCCCCCCN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL4849693,O=S(=O)(c1ccccc1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL5187416,COc1cc(NS(=O)(=O)c2sc3cc(Cl)ccc3c2C)ccc1N1CCNCC1
CHEMBL5282158,O=C1CC2CCc3ccsc3C2=NN1CCCCCCCN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL4872486,O=S(=O)(c1cccc2ccccc12)n1ccc2c(OCCNCc3ccccc3)cccc21
CHEMBL5171917,COc1ccc(S(=O)(=O)n2ccc3ccc(F)cc32)cc1N1CCNCC1
CHEMBL5169546,COc1ccc(S(=O)(=O)n2ccc3ccc(Cl)cc32)cc1N1CCNCC1
CHEMBL4855189,c1ccc(CNCCOc2cccc3c2CCN3Cc2ccccc2)cc1
CHEMBL5181534,Clc1cccc(Cn2ccc3c(N4CC5(COC5)C4)nc4ccccc4c32)c1
CHEMBL5187539,CN(CCO)c1nc2ccccc2c2c1ccn2Cc1cccc(Cl)c1
CHEMBL5207516,O=S(=O)(c1ccccc1)n1cc(C(F)F)c2c(N3CCNCC3)cccc21
CHEMBL5172390,O=S(=O)(c1ccccc1F)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21
CHEMBL5195558,O=S(=O)(c1cccc(Cl)c1)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21
CHEMBL5201088,O=S(=O)(c1cccc(Br)c1)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21
CHEMBL4846691,O=S(=O)(c1ccc(F)c(F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4853195,O=S(=O)(c1cc(F)ccc1F)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4855043,O=S(=O)(c1cccc2ccccc12)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4862354,O=S(=O)(c1cccc(C(F)(F)F)c1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4863272,COc1cccc(S(=O)(=O)n2ccc3c(N4CCNCC4)nc4ccccc4c32)c1
CHEMBL4847373,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCNCc3cc(Cl)cc(Cl)c3)cccc21
CHEMBL4864206,Cc1cccc(CNCCNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)c1
CHEMBL4760297,O=S(=O)(c1ccccc1)n1ccc2ccc(N3CCCCC3)cc21
CHEMBL5206513,Clc1cccc(Cn2ccc3c(NC4CCOCC4)nc4ccccc4c32)c1
CHEMBL5188859,COC1CCCN(c2nc3ccccc3c3c2ccn3Cc2cccc(Cl)c2)C1
CHEMBL4848231,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCCCNc3c4c(nc5ccccc35)CCCC4)cccc21
CHEMBL5285645,O=C1CC2Cc3ccsc3C2=NN1CCCCCCN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL1580288,CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(N2CCc3ccccc3C2)s1
CHEMBL4851595,O=[N+]([O-])c1ccc(CNCCNCCOc2cccc3c2ccn3S(=O)(=O)c2ccccc2)cc1
CHEMBL4847804,O=S(=O)(c1ccc(F)cc1)n1ccc2c(N3CCNCC3)nc3ccccc3c21
CHEMBL4786924,C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1
CHEMBL4760545,CC(C)c1nc2c(N3CCNCC3)nccc2n1S(=O)(=O)c1cccc(F)c1
CHEMBL5198847,O=S(=O)(c1ccccc1Br)n1cc(C(F)F)c2c(N3CCNCC3)cccc21
CHEMBL2220318,O=S(=O)(c1ccccc1)n1ccc2c(CN3CCNCC3)cccc21
CHEMBL4800552,O=S(=O)(C1CCCCC1)n1ccc2ccc(-c3ccncc3)cc21
CHEMBL5185190,O=S(=O)(c1ccccc1Br)n1cc(C(F)F)c2cc(N3CCNCC3)ccc21
CHEMBL5205533,CN(C)CCOc1cccc2c1ccn2S(=O)(=O)c1ccc([18F])cc1
CHEMBL4793078,COc1ccc(S(=O)(=O)NCCN2CCC(CCC(=O)c3cc(Cl)c(N)cc3OC)CC2)cc1Cl
CHEMBL5199814,COc1cccc(Cn2ccc3c(NC4CCOCC4)nc4ccccc4c32)c1
CHEMBL5193046,Clc1cccc(Cn2ccc3c(N[C@H]4CCOC4)nc4ccccc4c32)c1
CHEMBL5175763,Clc1cccc(Cn2ccc3c(N4CCC5(COC5)C4)nc4ccccc4c32)c1
CHEMBL4756605,COc1cccc(S(=O)(=O)n2cnc3c(N4CCNCC4)nccc32)c1
CHEMBL4784080,O=S(=O)(c1ccccc1)n1c(-c2ccccc2)nc2c(N3CCNCC3)nccc21
CHEMBL5219968,CCOCC(Oc1c(C)cccc1C)N1CCN(c2ccccc2OC)CC1
CHEMBL4793457,C#CCNC1CCc2c(OCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21
CHEMBL5197407,Clc1cccc(Cn2ccc3c(NCC4CCCO4)nc4ccccc4c32)c1
CHEMBL5187034,Clc1cccc(Cn2ccc3c(NCC4CCOC4)nc4ccccc4c32)c1
CHEMBL5206617,COc1ccc(S(=O)(=O)n2cc(C)c3ccc(Br)cc32)cc1N1CCNCC1
CHEMBL5189271,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3ccc(Cl)cc32)cc1N1CCNCC1
CHEMBL5196479,Cc1cn(S(=O)(=O)c2cccc(F)c2)c2cccc(N3CCNCC3)c12
CHEMBL5180275,COc1ccc(S(=O)(=O)n2cc(C(F)F)c3cc(N4CCNCC4)ccc32)cc1
CHEMBL4866788,O=S(=O)(c1ccccc1)n1ccc2c(OCCNCCCNCc3ccccc3)cccc21
CHEMBL5220242,O=C(N[C@@H]1CCNC1)c1ccn(S(=O)(=O)c2cccc(Cl)c2)c1-c1ccc(F)cc1
CHEMBL5285633,O=C1CC2CCCc3ccsc3C2=NN1CCCCN1CCN(Cc2ccccc2)CC1
CHEMBL5206470,O=S(=O)(c1ccccc1F)n1cc(C(F)F)c2c(N3CCNCC3)cccc21
CHEMBL5275394,O=C1CC2Cc3ccsc3C2=NN1CCCCN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL5174211,Cc1ccc(S(=O)(=O)n2cc(C(F)F)c3cc(N4CCNCC4)ccc32)cc1
CHEMBL5197660,Cc1ccc(S(=O)(=O)n2cc(C(F)F)c3c(N4CCNCC4)cccc32)cc1
CHEMBL5220473,COc1cc(NS(=O)(=O)c2ccc(OC)c(N3CCNCC3)c2)c(Cl)cc1Cl
CHEMBL5282788,O=C1CC2Cc3ccsc3C2=NN1CCCCN1CCN(Cc2ccccc2)CC1
CHEMBL5283896,O=C1CC2CCc3ccsc3C2=NN1CCCCCCN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1
CHEMBL1182182,COc1ccc2ccccc2c1OCCNC[C@H]1COc2ccccc2O1
CHEMBL2413153,Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3OCCF)CC2)c1=O
CHEMBL1182152,COc1cccc(OC)c1OCCNC[C@H]1COc2cc3ccccc3cc2O1
CHEMBL43297,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)c(C)c2)c2ccccn2)CC1
CHEMBL5177166,NC(CCOc1ccc(S(N)(=O)=O)cc1)C1COc2ccccc2O1
CHEMBL5275284,CC(C)C(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F
CHEMBL5273244,COCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F
CHEMBL1182191,COc1cccc(OC)c1OCCNC[C@H]1COc2cc3c(cc2O1)CCCC3
CHEMBL1182155,COc1cccc(OC)c1OCCNC[C@H]1COc2ccccc2O1
CHEMBL1927088,COc1ccccc1N1CCN(CCCN/C(=N\C#N)c2ccccn2)CC1
CHEMBL4205290,COc1ccccc1N1CCN(CCNC(=O)c2ccccn2)CC1
CHEMBL5272464,CCCNC(=O)CCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.Cl
CHEMBL423361,O=C(C1CCCCC1)N(CCN1CCN(c2ccccc2O)CC1)c1ccccn1
CHEMBL104593,COc1ccccc1N1CCN(CCNC(=O)c2ccncc2)CC1
CHEMBL5270515,CCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F
CHEMBL639,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
CHEMBL5286701,COCCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=CO
CHEMBL5272034,COCCNC(=O)CCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.Cl
CHEMBL5269671,CCCC(=O)NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F
CHEMBL5291469,O=C(NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O)C1CCOCC1.O=C(O)C(F)(F)F
CHEMBL5284242,COCCCC(=O)N(C)CCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O.O=C(O)C(F)(F)F
CHEMBL5276489,O=C(NCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O)C1CCCC1.O=C(O)C(F)(F)F
CHEMBL4594433,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1[C@H]1CC[C@H](O)CC1
CHEMBL4753450,C[C@@H](c1cccc(CN)c1)n1cc(Cl)cc(C(N)=O)c1=N.Cl
CHEMBL4777306,C=C1CCN2Cc3ccc(OC)cc3[C@H]3CCCC[C@]32C1
CHEMBL5273955,C#Cc1cc(Nc2ccccc2C(=O)O)cc(C(F)(F)F)c1
CHEMBL4789047,Cc1ccc(CN(CC(O)COc2cccc3[nH]ccc23)C(C)(C)C)cc1
CHEMBL6913,CC(C)N[C@@H]1CCc2c(ccc(O)c2O)[C@H]1O
CHEMBL4860571,Oc1ccc2c(c1O)CC[C@@H](NCC1CC(F)(F)C1)[C@@H]2O
CHEMBL4863525,O=C(NC(c1ccccc1)c1cccc(OCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4871517,O=C(N[C@@H](c1ccccc1)c1ccc(-c2cccc(OCc3ccc(C(=O)NCCCNC[C@H](O)c4ccc(O)c5[nH]c(=O)ccc45)cc3)c2)cc1)O[C@H]1CN2CCC1CC2
CHEMBL4866806,CCN(CCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)C(=O)c1ccc(COc2cccc(-c3ccc([C@@H](NC(=O)O[C@H]4CN5CCC4CC5)c4ccccc4)cc3)c2)cc1
CHEMBL4874819,O=C(NC(c1ccccc1)c1cccc(OCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4847910,O=C(N[C@@H](c1ccccc1)c1cccc(OCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4857743,O=C(N[C@H](c1ccccc1)c1cccc(OCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4878138,COc1cc(C(=O)NCCN2CCC(OC(=O)Nc3ccccc3-c3ccccc3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
CHEMBL4854418,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4846536,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4852629,O=C(NC(c1ccccc1)c1cccc(OCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)c1)O[C@H]1CN2CCC1CC2
CHEMBL4878395,O=C(NC(c1ccccc1)c1ccc(OCCCCCCCCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)O[C@H]1CN2CCC1CC2
CHEMBL4869517,Oc1ccc2c(c1O)CC[C@@H](NC1CCCC1)[C@@H]2O
CHEMBL4871979,Oc1ccc2c(c1O)CC[C@@H](NCCCF)[C@@H]2O
CHEMBL5193853,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2cccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)c2)c1)O[C@H]1CN2CCC1CC2
CHEMBL5208201,O=C(NC(c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)c1)O[C@H]1CN2CCC1CC2
CHEMBL5201712,O=c1ccc2c([C@@H](O)CNCCCCO)ccc(O)c2[nH]1
CHEMBL5190387,O=C(N[C@@H](c1ccccc1)c1cccc(OCc2ccc(C(=O)OCCCCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)o2)c1)O[C@H]1CN2CCC1CC2
